Sr.No|Round|Institute|PG Program|Group|Category|Max GATE Score|Min GATE Score
1888|Round 1|National Institute of Technology Karnataka, Surathkal|Environmental Engineering|G1|OPEN-PwD|374|374
1889|Round 1|National Institute of Technology Karnataka, Surathkal|Materials Engineering|G1|SC|329|285
1890|Round 1|National Institute of Technology Karnataka, Surathkal|Mechatronics Engineering|G2|ST|297|297
1891|Round 1|National Institute of Technology Karnataka, Surathkal|Signal Processing and Machine Learning|G1|OPEN|697|635
1892|Round 1|National Institute of Technology Karnataka, Surathkal|Structural Engineering|G1|EWS|527|520
1893|Round 1|National Institute of Technology Karnataka, Surathkal|VLSI Design|G1|ST|390|390
1894|Round 1|National Institute of Technology Karnataka, Surathkal|VLSI Design|G2|OPEN|673|662
1895|Round 1|National Institute of Technology Meghalaya|VLSI & Embedded Systems|G1|ST|280|241
1896|Round 1|National Institute of Technology Patna|Next Generation Wireless Technologies|G1|SC|290|266
1897|Round 1|National Institute of Technology Patna|Environmental Engineering|G1|OPEN|403|363
1898|Round 1|National Institute of Technology Patna|Geotechnical Engineering|G1|OBC-NCL|347|337
1899|Round 1|National Institute of Technology Patna|Microelectronics and VLSI System Design|G1|EWS|424|424
1900|Round 1|National Institute of Technology Patna|Water Resources Engineering|G1|OBC-NCL|335|331
1901|Round 1|National Institute of Technology Puducherry|Digital Manufacturing and Smart Factories|G1|OBC-NCL|322|322
1902|Round 1|National Institute of Technology Raipur|M.Tech in Power System & Power Electronics|G1|OPEN|420|380
1903|Round 1|National Institute of Technology Raipur|Information Technology|G2|OBC-NCL|498|498
1904|Round 1|National Institute of Technology Raipur|Industrial Engineering & Management|G1|OBC-NCL|335|334
1905|Round 1|National Institute of Technology Raipur|Structural Engineering|G1|ST|282|282
1906|Round 1|National Institute of Technology Raipur|Water Resources Development & Irrigation Engineering|G1|ST|304|304
1907|Round 1|National Institute of Technology Arunachal Pradesh|Computer Science & Engineering|G1|OPEN|490|467
1908|Round 1|National Institute of Technology, Jamshedpur|VLSI and Embedded Systems Engineering|G1|EWS|459|459
1909|Round 1|National Institute of Technology, Jamshedpur|Data Science and Engineering|G1|EWS|525|494
1910|Round 1|National Institute of Technology, Jamshedpur|Operations and Supply Chain Management|G1|OPEN|388|355
1911|Round 1|National Institute of Technology, Jamshedpur|Energy Systems Engineering|G1|SC|284|271
1912|Round 1|National Institute of Technology, Jamshedpur|Power Systems Engineering|G1|OBC-NCL|367|358
1913|Round 1|National Institute of Technology, Jamshedpur|Information Systems Security Engineering|G1|OBC-NCL|507|489
1914|Round 1|National Institute of Technology, Jamshedpur|Water Resources Engineering|G1|OBC-NCL|328|320
1915|Round 1|National Institute of Technology, Jamshedpur|Water Resources Engineering|G1|EWS|319|319
1916|Round 1|National Institute of Technology, Kurukshetra|Computer Engineering (Cyber Security)|G1|EWS|558|547
1917|Round 1|National Institute of Technology, Kurukshetra|Control System|G1|OPEN|429|414
1918|Round 1|National Institute of Technology, Kurukshetra|Machine Design|G1|ST|245|245
1919|Round 1|National Institute of Technology, Kurukshetra|Power Electronics & Drives|G1|SC|363|363
1920|Round 1|National Institute of Technology, Kurukshetra|Power System|G1|SC|314|297
1921|Round 1|National Institute of Technology, Kurukshetra|VLSI Design|G1|EWS|534|519
1922|Round 1|National Institute of Technology, Rourkela|Thermal Science and Energy Engineering|G2|OPEN|494|494
1923|Round 1|National Institute of Technology, Rourkela|Thermal Science and Energy Engineering|G3|EWS|437|408
1924|Round 1|National Institute of Technology, Rourkela|Control & Automation|G1|ST|395|297
1925|Round 1|National Institute of Technology, Rourkela|Environmental Engineering|G1|ST|304|304
1926|Round 1|National Institute of Technology, Rourkela|Food Process Engineering|G1|OBC-NCL|423|414
1927|Round 1|National Institute of Technology, Rourkela|Industrial Design|G3|OBC-NCL|400|392
1928|Round 1|National Institute of Technology, Rourkela|Mining Engineering|G2|EWS|375|375
1929|Round 1|National Institute of Technology, Rourkela|Power System Engineering|G1|OBC-NCL|437|429
1930|Round 1|National Institute of Technology, Rourkela|Transportation Engineering|G1|OBC-NCL|454|421
1931|Round 1|National Institute of Technology, Rourkela|Water Resources Engineering|G1|OPEN|432|392
1932|Round 1|National Institute of Technology, Srinagar|Mechanical System Design|G1|OPEN|383|359
1933|Round 1|National Institute of Technology, Srinagar|Microelectronics|G1|ST|266|266
1934|Round 1|National Institute of Technology, Srinagar|Transportation Engineering & Planning|G1|ST|289|289
1935|Round 1|National Institute of Technology, Tiruchirappalli|Environmental Engineering|G2|EWS|396|396
1936|Round 1|National Institute of Technology, Tiruchirappalli|Manufacturing Technology|G1|OPEN|568|510
1937|Round 1|National Institute of Technology, Tiruchirappalli|Material Science & Engineering|G2|EWS|367|367
1938|Round 1|National Institute of Technology, Tiruchirappalli|Non Destructive Testing|G1|SC|306|281
1939|Round 1|National Institute of Technology, Tiruchirappalli|Transportation Engineering & Management|G1|EWS|505|486
1940|Round 1|National Institute of Technology, Tiruchirappalli|Thermal Power Engineering|G1|EWS|530|467
1941|Round 1|National Institute of Technology, Tiruchirappalli|Computer Science & Engineering|G1|OPEN|797|765
1942|Round 1|National Institute of Technology Uttarakhand|Artificial Intelligence and Machine Learning|G1|EWS|459|453
1943|Round 1|National Institute of Technology Uttarakhand|Artificial Intelligence and Machine Learning|G1|ST|201|201
1944|Round 1|National Institute of Technology Uttarakhand|Microelectronics & VLSI Design|G1|OPEN|490|429
1945|Round 1|National Institute of Technology Uttarakhand|Microelectronics & VLSI Design|G1|OPEN-PwD|272|272
1946|Round 1|National Institute of Technology Uttarakhand|Structural Engineering|G1|OPEN|478|378
1947|Round 1|National Institute of Technology, Warangal|Electronics and Communication Engineering -  Embedded & Machine Learning Systems (EMLS)|G1|EWS|543|529
1948|Round 1|National Institute of Technology, Warangal|Electronics and Communication Engineering -  Embedded & Machine Learning Systems (EMLS)|G1|OPEN-PwD|231|231
1949|Round 1|National Institute of Technology, Warangal|Automobile Engineering|G1|OPEN|526|473
1950|Round 1|National Institute of Technology, Warangal|Environmental Engineering|G1|OPEN-PwD|222|222
1951|Round 1|National Institute of Technology, Warangal|Power Systems Engineering|G1|OPEN|494|468
1952|Round 1|National Institute of Technology, Warangal|Sustainable Energy Generation and Storage Technologies|G1|OBC-NCL|411|389
1953|Round 1|National Institute of Technology, Warangal|Sustainable Energy Generation and Storage Technologies|G1|OPEN|437|411
1954|Round 1|National Institute of Technology, Warangal|Materials Technology|G1|OBC-NCL|371|363
1955|Round 1|National Institute of Technology, Warangal|Computer Integrated Manufacturing|G1|SC|322|314
1956|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Control and Automation|G1|OPEN|437|405
1957|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Structural Engineering|G1|OPEN|586|465
1958|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|Power System|G1|SC|380|295
1959|Round 1|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|G1|EWS|494|489
1960|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Geotechnical Engineering|G1|SC|316|301
1961|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Production & Industrial Engineering|G1|SC|298|277
1962|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Structural Engineering|G1|ST|315|293
1963|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Transportation Engineering|G1|EWS|407|385
1964|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Water Resource Engineering|G1|ST|260|260
1965|Round 1|Visvesvaraya National Institute of Technology, Nagpur|Computer Science & Engineering|G1|OBC-NCL|613|591
1966|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Environmental Engineering|G1|SC|264|264
1967|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Mechanics of fluids|G1|SC|243|215
1968|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Geotechnical Engineering|G1|SC|277|260
1969|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Mineral and Energy Resources Engineering|G1|OPEN|378|352
1970|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Power Electronics, Machines and Drives|G1|SC|306|301
1971|Round 1|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Transportation Engineering|G1|EWS|339|339
1972|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Urban and Regional Planning)|G1|OBC-NCL|436|394
1973|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Transport Planning)|G1|OPEN|531|439
1974|Round 1|School of Planning & Architecture: Vijayawada|Master of Architecture (Landscape Architecture)|G1|OPEN|513|422
1975|Round 1|School of Planning & Architecture: Vijayawada|Master of Architecture (Architectural Conservation)|G1|OBC-NCL|335|282
1976|Round 1|School of Planning & Architecture: Vijayawada|Master of Urban Design|G1|SC|266|227
1977|Round 1|School of Planning & Architecture: Vijayawada|Master of Urban Design|G1|ST|134|134
1978|Round 1|University of Hyderabad|Information Technology|G1|OBC-NCL|415|371
1979|Round 1|University of Hyderabad|Information Technology|G1|OPEN|505|463
1980|Round 1|Punjab Engineering College, Chandigarh|Electronics (VLSI Design)|G1|SC|342|292
1981|Round 1|Central Institute of Technology, Kokrajhar|Computer Science & Engineering|G1|OPEN|491|491
1982|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Aerospace Engineering (UAVs)|G1|OPEN|481|414
1983|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Green Technology|G1|OBC-NCL|332|320
1984|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Materials Engineering|G1|EWS|324|324
1985|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Sensor Technology|G1|OPEN|408|378
1986|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Modeling and Simulation|G1|OBC-NCL|374|351
1987|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Modeling and Simulation|G1|EWS|431|431
1988|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Data Science|G1|SC|381|353
1989|Round 1|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Computer Science & Engineering (Artificial Intelligence)|G1|EWS|511|511
1990|Round 1|Guru Ghasidas Vishwavidyalaya, Bilaspur|CAD/CAM-ROBOTICS|G1|SC|253|253
1991|Round 1|Institute of Infrastructure, Technology, Research And Management, Ahmedabad|Geotechnical Engineering|G1|OBC-NCL|335|335
1992|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|RF and Microwave Engineering|G1|OBC-NCL|434|420
1993|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|VLSI and Microsystems|G1|OPEN-PwD|320|320
1994|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Machine Learning and Computing|G1|OPEN|668|621
1995|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Quantum Technology|G1|OBC-NCL|514|506
1996|Round 1|Indian Institute of Space Science and Technology, Thiruvananthapuram|Geoinformatics|G1|OPEN|743|570
1997|Round 1|National Institute of Technical Teachers Training & Research, Kolkata|Intelligent Control Systems|G1|OBC-NCL|336|315
1998|Round 1|National Institute of Technical Teachers Training & Research, Kolkata|Intelligent Control Systems|G1|OPEN|407|350
1999|Round 1|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Wireless Networks and Computing|G1|SC|348|338
2000|Round 1|Indian Institute of Information Technology, Allahabad|M.Tech (Bioinformatics)|G1|SC|318|313
2001|Round 1|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics|G1|OPEN|459|459
2002|Round 1|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D  in IT with specialization in Software and Data Engineering Group|G1|OBC-NCL|519|519
2003|Round 1|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D in IT with specialization in Network and Security Group|G1|OPEN|442|442
2004|Round 1|Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai|Electronics and Communication Engineering with Specialization in Communication Systems|G1|SC|340|286
2005|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|CAD-CAM|G1|OBC-NCL|324|321
2006|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|CAD-CAM|G1|OPEN|426|372
2007|Round 1|Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur|Data Science|G1|EWS|456|452
2008|Round 1|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|VLSI & Embedded Systems|G1|ST|257|257
2009|Round 1|Indian Institute of Information Technology, Pune|Electronics and Communication Engineering|G1|OBC-NCL|370|365
2010|Round 1|Indian Institute of Information Technology, Pune|Computer Science & Engineering|G1|OBC-NCL|537|505
2011|Round 1|Indian Institute of Information Technology, Pune|Computer Science & Engineering|G1|EWS|556|556
2012|Round 1|Indian Institute of Information Technology, Una|Computer Science & Engineering|G1|SC|353|310
2013|Round 1|Indian Institute of Information Technology, Kota|Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science|G1|OBC-NCL|457|437
2014|Round 1|School of Planning and Architecture, Bhopal|M.Arch. (Conservation)|G1|OPEN|489|436
2015|Round 1|School of Planning & Architecture: Vijayawada|Master of Planning (Environmental Planning and Management)|G1|SC|256|256
2016|Round 1|School of Planning & Architecture: Vijayawada|Master of Architecture (Sustainable Architecture)|G1|OBC-NCL|428|377
